,HouseholdID,Real,Reentered,ES,PSH,TH,RRH,PREV
88,200003288,4,1,0.884828565,0.241631464,0.875217236,0.896119744,0.841250504
89,200003302,1,1,0.817575388,0.180660562,0.796919805,0.783106882,0.741525311
90,200003405,5,0,0.282028351,0.211766991,0.261069616,0.254127989,0.19341448
91,200003475,4,1,0.39988934,0.513952533,0.390261849,0.388160931,0.300847156
92,200003479,4,0,0.611490994,0.173513646,0.584777031,0.58154895,0.483601799
93,200003567,1,1,0.764265377,0.340579259,0.705507428,0.696601747,0.661770584
94,200003576,5,0,0.364414102,0.583995639,0.298155226,0.283378069,0.233620993
95,200003599,5,0,0.365543505,0.244824966,0.261593955,0.320288564,0.231480499
96,200003629,3,1,0.457588774,0.149257676,0.438490255,0.451338804,0.354849013
97,200003689,2,1,0.857385656,0.321441316,0.842097041,0.86404861,0.78865655
98,200003745,2,0,0.452096223,0.345022561,0.364939053,0.404071388,0.306972076
99,200003750,5,0,0.156579972,0.483049485,0.157721853,0.171052308,0.100542735
100,200003768,1,1,0.703146289,0.784977499,0.742950896,0.705339274,0.630716925
101,200003800,1,0,0.517983348,0.270375361,0.443350768,0.43725697,0.375855027
102,200003849,5,0,0.68746036,0.490687019,0.707437659,0.701987486,0.615681746
103,200003852,4,0,0.628990156,0.181584015,0.588830891,0.598547596,0.486513783
104,200003866,1,1,0.687013758,0.183384481,0.635762223,0.62079338,0.541058939
105,200003867,1,1,0.522566242,0.309930015,0.452125836,0.450953061,0.382990178
106,200003868,5,0,0.297235418,0.215977695,0.292750145,0.278999104,0.21805176
107,200003922,1,1,0.255661392,0.526804215,0.266099763,0.261619504,0.184399071
108,200003962,5,0,0.234306468,0.493783584,0.223028994,0.241638705,0.163471455
109,200003966,5,0,0.293243409,0.661939045,0.224796712,0.244462585,0.17401125
110,200004015,1,0,0.331868933,0.631781736,0.340244522,0.313362603,0.256894324
111,200004073,5,0,0.290538993,0.613584271,0.282447742,0.271366285,0.220127739
112,200004099,1,0,0.372778045,0.407240813,0.299122338,0.292247828,0.240677989
113,200004107,5,1,0.359014149,0.443114474,0.281781914,0.310940309,0.223224577
114,200004116,1,1,0.503556048,0.238727328,0.519892986,0.48874649,0.399448938
115,200004134,4,0,0.519527063,0.239022778,0.448090082,0.59633477,0.421959454
116,200004137,1,1,0.685030163,0.200470537,0.631772809,0.645082506,0.539882961
117,200004138,5,0,0.189846094,0.808975557,0.186652883,0.174653662,0.127002329
118,200004158,5,0,0.25926777,0.189989369,0.268498678,0.254346532,0.177141857
119,200004218,3,1,0.685831985,0.147250042,0.650264223,0.642731774,0.606739378
120,200004266,5,0,0.2079212,0.526208548,0.17582744,0.202836917,0.135548725
121,200004291,5,1,0.336824988,0.229470111,0.307407169,0.334518632,0.242018786
122,200004303,5,1,0.570567495,0.443332823,0.502340834,0.507413163,0.418522111
123,200004340,5,0,0.285491751,0.240416512,0.274229467,0.279571038,0.199142724
124,200004360,3,1,0.681459245,0.49016969,0.616190926,0.607419188,0.553098769
125,200004446,1,0,0.707993066,0.540646533,0.690260642,0.654172496,0.603044145
126,200004468,1,1,0.388928772,0.244823428,0.319233517,0.314427184,0.259032672
127,200004512,1,0,0.668846851,0.579079027,0.607720116,0.580969459,0.489175307
128,200004539,1,1,0.471907206,0.557477817,0.471110063,0.428706026,0.374521766
129,200004554,5,0,0.449719777,0.342193339,0.440170877,0.436498976,0.348419615
130,200004570,5,0,0.184014102,0.637426787,0.181823713,0.171305625,0.126007816
131,200004579,5,0,0.311788757,0.519141386,0.24143569,0.256779059,0.188726811
132,200004591,1,1,0.62759128,0.675468245,0.555949073,0.540783494,0.485558842
133,200004597,3,1,0.309084711,0.293888847,0.310658925,0.3132869,0.227207668
134,200004630,1,0,0.569117837,0.253246549,0.499088831,0.498021782,0.428954521
135,200004642,1,0,0.344841695,0.365958473,0.281681582,0.313334243,0.22669531
136,200004650,1,1,0.617487938,0.381770594,0.539479484,0.522766863,0.466576285
137,200004661,1,1,0.585180112,0.473556607,0.51509774,0.513690961,0.444580284
138,200004673,5,1,0.312794455,0.259259072,0.304943982,0.289410024,0.226015413
139,200004728,5,0,0.673887772,0.40144984,0.560613504,0.617484401,0.545826938
140,200004731,3,0,0.219555698,0.228581872,0.21884317,0.231045114,0.154830814
141,200004761,5,0,0.323682684,0.449479517,0.321017158,0.359153022,0.237101904
142,200004797,3,0,0.51913634,0.353978836,0.399827352,0.476328516,0.356831435
143,200004819,5,0,0.450706192,0.495982092,0.371664228,0.387462785,0.308432605
144,200004844,1,0,0.614510676,0.657613865,0.537520555,0.51954438,0.467583984
145,200004892,5,0,0.328601617,0.42765994,0.255832261,0.275753673,0.203858083
146,200004953,5,0,0.34909202,0.473258133,0.358315813,0.334814538,0.255570909
147,200005003,4,0,0.601494176,0.24369262,0.535467185,0.563510335,0.4430299
148,200005017,1,0,0.533908092,0.200902595,0.532782196,0.486415645,0.437005312
149,200005024,1,1,0.628079165,0.546302433,0.555799508,0.560327503,0.489521756
150,200005038,1,1,0.59143313,0.569594171,0.507376286,0.50673176,0.439257523
151,200005048,1,1,0.636148865,0.197393286,0.556227936,0.543649926,0.487982349
152,200005102,2,0,0.406450141,0.349452506,0.325039048,0.360043608,0.266364439
153,200005118,2,1,0.371306015,0.261342251,0.293008671,0.326783211,0.235595059
154,200005126,5,0,0.424044516,0.378932124,0.346930045,0.352755476,0.281832356
155,200005149,2,1,0.482970565,0.327417521,0.460771909,0.45262451,0.372987627
156,200005154,1,0,0.437287832,0.67803584,0.449301558,0.417291323,0.360946566
157,200005180,1,1,0.508227209,0.218660544,0.438096728,0.437039542,0.369236162
158,200005211,5,0,0.284054881,0.498206454,0.196015464,0.23832561,0.166909643
159,200005247,5,0,0.186330121,0.580533551,0.180559224,0.168058739,0.123180751
160,200005254,2,1,0.595645436,0.489388414,0.509470622,0.54086024,0.444133292
161,200005255,5,1,0.283702094,0.498407293,0.261788145,0.285966922,0.194925069
162,200005311,2,0,0.102104448,0.21314413,0.103071629,0.089075178,0.071984472
163,200005321,5,0,0.314571048,0.315903895,0.26985176,0.307722129,0.208743323
164,200005355,2,0,0.338591578,0.279835155,0.324747363,0.331126167,0.244618038
165,200005363,2,1,0.379951603,0.716270402,0.30526386,0.336382127,0.256187872
166,200005383,1,1,0.572459139,0.227253781,0.497410859,0.48379149,0.429111077
167,200005418,5,0,0.514950354,0.384624963,0.44565266,0.484099397,0.354302835
168,200005419,1,0,0.730133839,0.1098636,0.690367382,0.676326128,0.623659037
169,200005429,4,1,0.694575899,0.181828998,0.599320452,0.682431949,0.531785185
170,200005460,5,0,0.198161571,0.230193706,0.190045924,0.201982023,0.125138675
171,200005477,2,1,0.522935696,0.618455748,0.500971213,0.529615183,0.436799216
172,200005526,1,1,0.628798541,0.264743162,0.555153649,0.542009191,0.486058029
173,200005529,5,0,0.280564776,0.771002069,0.29581936,0.279943481,0.212012056
174,200005568,1,1,0.561257542,0.436851508,0.512833341,0.487669107,0.416126628
175,200005569,5,0,0.259007151,0.477011211,0.258147668,0.277415701,0.170060268
176,200005584,5,0,0.30821039,0.49330869,0.237799409,0.258466345,0.185649187
177,200005623,5,0,0.488686269,0.297848447,0.514120161,0.480482448,0.417665246
178,200005625,4,0,0.202551102,0.45074972,0.197480729,0.171823415,0.136388365
179,200005631,1,0,0.517868219,0.218049046,0.445860826,0.439881125,0.376894375
180,200005632,2,0,0.247645983,0.192428416,0.22038714,0.234255935,0.160575031
181,200005633,5,0,0.240815464,0.667869284,0.220402238,0.248429073,0.16176633
182,200005690,2,0,0.590567819,0.190168643,0.505026631,0.535401307,0.439595198
183,200005726,1,0,0.736180625,0.195668516,0.68781421,0.673536189,0.596818301
184,200005736,5,0,0.185308871,0.253467956,0.204598916,0.184365492,0.131138681
185,200005738,5,0,0.299074541,0.369881298,0.297549564,0.275841011,0.182197294
186,200005793,5,0,0.368304659,0.534900005,0.346282884,0.364754293,0.276311709
187,200005795,4,0,0.238642913,0.44188351,0.229103153,0.308605361,0.169485282
188,200005883,1,0,0.653807662,0.234730823,0.588403924,0.595737492,0.512025977
189,200005904,5,0,0.258696259,0.343088936,0.211934449,0.221436479,0.147353184
190,200005908,5,0,0.311853079,0.514979521,0.241564313,0.256900879,0.188790196
191,200005926,4,1,0.477872405,0.219486925,0.409212699,0.455856342,0.321470151
192,200005952,5,0,0.164942636,0.158116569,0.164888153,0.145724935,0.11259652
193,200005988,5,0,0.35160138,0.729291277,0.342268422,0.340278768,0.260193862
194,200006002,5,0,0.394894148,0.247164708,0.316224224,0.326682913,0.256971418
195,200006016,5,1,0.381558135,0.295247551,0.285418393,0.334262046,0.26193131
196,200006031,5,0,0.380365344,0.378653083,0.376254966,0.361641839,0.280677118
197,200006074,4,0,0.233824095,0.247547659,0.236291105,0.23294213,0.165708163
198,200006089,1,1,0.514254447,0.727841274,0.514594191,0.51439304,0.442088672
199,200006105,5,0,0.29849978,0.23915434,0.236925523,0.249587932,0.193701315
200,200006107,4,1,0.809382351,0.597945211,0.776113928,0.81547692,0.726515334
201,200006130,5,0,0.196935768,0.789698117,0.194536594,0.179313965,0.135108976
202,200006153,5,0,0.333272812,0.211507477,0.242674528,0.308070274,0.213284918
203,200006160,4,1,0.372751345,0.277217386,0.369851995,0.368002884,0.275232265
204,200006225,2,1,0.579003335,0.460199954,0.499311692,0.563401918,0.43622059
205,200006226,1,1,0.267427937,0.401825639,0.262377475,0.264656051,0.180960715
206,200006237,5,0,0.201061641,0.522222944,0.198039025,0.193497697,0.136636588
207,200006245,1,1,0.647518058,0.484489561,0.579672614,0.57495046,0.530620193
208,200006255,5,0,0.216602971,0.459493943,0.193165746,0.192723318,0.137138081
209,200006317,5,0,0.267894943,0.311320478,0.25995626,0.263796208,0.18602024
210,200006318,1,0,0.375608875,0.383676768,0.332620033,0.317476289,0.245089726
211,200006327,5,0,0.439158686,0.533625011,0.354775712,0.377551669,0.296921617
212,200006329,5,0,0.240901891,0.210386654,0.231014005,0.235301364,0.168562527
213,200006355,1,0,0.594951051,0.404175539,0.638770842,0.589592569,0.541405999
214,200006382,1,0,0.611202052,0.315708648,0.513981724,0.534181999,0.474773369
215,200006391,1,0,0.522414044,0.853715978,0.450677853,0.444468963,0.381211634
216,200006455,1,0,0.492324501,0.149228722,0.525871592,0.479639582,0.435813982
217,200006468,5,1,0.602780463,0.451244282,0.511540981,0.550074143,0.469003958
218,200006488,3,1,0.734796593,0.378668191,0.685258176,0.687956163,0.598381453
219,200006497,1,0,0.611149453,0.49668842,0.602208184,0.562968151,0.531311902
220,200006513,2,1,0.66789862,0.354368908,0.652640024,0.65526821,0.585176714
221,200006548,3,0,0.52674149,0.290372955,0.514390577,0.47753207,0.426714341
222,200006553,1,1,0.615220321,0.383783534,0.636735803,0.634813495,0.570284671
223,200006595,1,1,0.563467333,0.227952939,0.481672311,0.474785383,0.413477269
224,200006667,1,0,0.494205888,0.732976957,0.391291761,0.426812904,0.362434787
225,200006705,1,0,0.461556658,0.449805944,0.460316679,0.429545204,0.340186154
226,200006709,1,1,0.518408734,0.837030879,0.442553477,0.4359397,0.374294153
227,200006711,5,0,0.414210599,0.420489404,0.333647766,0.354093327,0.275840085
228,200006735,5,0,0.304915961,0.130335669,0.234996281,0.255337878,0.183132833
229,200006764,5,0,0.28271326,0.386186394,0.274525101,0.258222492,0.171965708
230,200006777,5,1,0.305140799,0.193668193,0.235404708,0.250545413,0.183555722
231,200006801,5,0,0.277650084,0.794693897,0.266694649,0.27186722,0.192615009
232,200006864,5,0,0.230256405,0.249365068,0.214882996,0.213602294,0.150439716
233,200006973,1,1,0.464832528,0.309518252,0.532463807,0.46348016,0.414778898
234,200006975,1,1,0.825478755,0.347403889,0.815785685,0.803146541,0.75579547
235,200007028,1,0,0.525472136,0.351452959,0.448433204,0.430186447,0.381257913
236,200007053,5,0,0.213730854,0.683163496,0.205368662,0.19868144,0.142996992
237,200007111,5,0,0.410566481,0.282927939,0.392660018,0.41561344,0.292331555
238,200007202,5,0,0.162004731,0.499122154,0.172101739,0.158579854,0.102661454
239,200007271,1,1,0.646222142,0.319135088,0.566871679,0.554693342,0.498379591
240,200007305,5,1,0.570032424,0.154678592,0.538829657,0.546678883,0.45055741
241,200007387,5,0,0.400128927,0.278334742,0.339325216,0.37775748,0.260653237
242,200007401,5,1,0.254010276,0.236633227,0.248942068,0.216971345,0.178728056
243,200007416,4,1,0.618603491,0.708148425,0.545064672,0.58612679,0.476200314
244,200007441,3,0,0.523048991,0.361513754,0.441400093,0.4338707,0.373946945
245,200007446,5,0,0.210856556,0.773305141,0.172204747,0.175216545,0.114267858
246,200007448,5,0,0.306621273,0.179058608,0.23437877,0.258904369,0.18622485
247,200007469,1,1,0.789220656,0.24026002,0.761446334,0.754699886,0.699908245
248,200007543,1,0,0.567576637,0.81119756,0.485632749,0.47146066,0.41894809
249,200007565,2,0,0.249426879,0.612943159,0.24531368,0.247489044,0.186354668
250,200007623,5,1,0.568299441,0.201818152,0.536946124,0.590916208,0.466401093
251,200007633,5,0,0.357938498,0.193744946,0.289542606,0.292836654,0.227894048
252,200007653,1,0,0.257353756,0.33584547,0.268913314,0.239818366,0.196696304
253,200007657,1,0,0.754794746,0.294828813,0.708255691,0.738429852,0.640293474
254,200007719,4,1,0.666179935,0.180826142,0.586915659,0.649005689,0.529057003
255,200007745,5,0,0.414853057,0.519808157,0.405986214,0.447145144,0.317172488
256,200007754,1,1,0.631914031,0.194784543,0.557968501,0.547969639,0.488071236
257,200007787,5,0,0.148542331,0.190816558,0.143514141,0.141019071,0.093994236
258,200007803,5,0,0.383596366,0.300254332,0.347814761,0.368075099,0.271625752
259,200007818,5,1,0.63975451,0.555556381,0.594420608,0.602395496,0.512467692
260,200007842,1,0,0.627755748,0.395712502,0.681790623,0.626150292,0.569013786
261,200007859,4,1,0.847725623,0.277913621,0.832681444,0.850357118,0.776639866
262,200007861,1,1,0.589900144,0.450918551,0.520316709,0.5187458,0.449682614
263,200007863,1,1,0.585275808,0.362424376,0.513878784,0.507379018,0.442941733
264,200007890,1,1,0.708074932,0.507090834,0.697481017,0.702059955,0.626629741
265,200007898,1,1,0.831215399,0.24495232,0.810601993,0.804313611,0.756491129
266,200007932,1,0,0.36211304,0.534092556,0.308145995,0.297059954,0.227805833
267,200007933,5,0,0.163121532,0.31622644,0.173795007,0.160355006,0.102454654
268,200007959,5,0,0.320949371,0.539403176,0.249875355,0.264917178,0.196194136
269,200008038,5,0,0.186363395,0.518173029,0.158783054,0.184895835,0.122867899
270,200008085,5,0,0.408530067,0.199400113,0.406158596,0.391981097,0.325516115
271,200008151,3,1,0.835743903,0.466690081,0.812416303,0.833810888,0.761000343
272,200008178,4,0,0.456811667,0.32248446,0.391900281,0.414407268,0.30941627
273,200008194,1,1,0.777960772,0.339263566,0.760844766,0.744445213,0.70026269
274,200008203,2,1,0.505710865,0.314469343,0.498818738,0.456847234,0.406637088
275,200008222,1,1,0.842978754,0.355533161,0.82386398,0.810334416,0.772805252
276,200008273,1,1,0.277169636,0.192398603,0.280244633,0.257890969,0.205549235
277,200008275,5,0,0.21301091,0.468092269,0.224890216,0.210670353,0.145642003
278,200008276,5,1,0.478394313,0.257803682,0.408304923,0.431313556,0.327315009
279,200008277,1,1,0.696343109,0.178908837,0.624802171,0.612393755,0.554933274
280,200008291,5,1,0.293399449,0.260898004,0.22532624,0.240075802,0.174771309
281,200008294,3,1,0.765859772,0.47063989,0.695634755,0.719969876,0.653562575
282,200008306,1,1,0.476589054,0.145704302,0.477507552,0.438755434,0.383984295
283,200008308,5,1,0.287600108,0.462409743,0.276471648,0.281855918,0.200988839
284,200008314,5,0,0.38082624,0.520944618,0.399301429,0.362154816,0.28566587
285,200008352,1,0,0.670182709,0.290008487,0.596042552,0.586418373,0.525702994
286,200008353,5,0,0.53470351,0.186449049,0.488945656,0.520973033,0.449733334
287,200008361,5,0,0.24091008,0.191299677,0.243184672,0.224414565,0.166735883
288,200008369,1,0,0.731353261,0.337439294,0.659225648,0.666880709,0.616480408
289,200008372,1,1,0.59550424,0.579495745,0.52075989,0.513461103,0.450986846
290,200008409,5,0,0.474291916,0.179033453,0.42675226,0.430732804,0.387608531
291,200008413,5,0,0.147768891,0.692263168,0.146340054,0.137595211,0.097853617
292,200008422,2,0,0.504772941,0.33317832,0.494347417,0.496415313,0.401107616
293,200008427,5,0,0.296848337,0.351166269,0.288202935,0.287589172,0.213183337
294,200008450,5,1,0.305347664,0.296680204,0.239862757,0.261897914,0.189175434
295,200008454,5,0,0.204169155,0.38505277,0.182675858,0.183833363,0.129944113
296,200008466,5,0,0.216159915,0.343244616,0.230668811,0.221733955,0.150987575
297,200008539,5,0,0.260711395,0.426599031,0.208048755,0.246567535,0.158126628
298,200008558,1,0,0.620392761,0.802586621,0.546155005,0.532690048,0.477374448
299,200008564,5,0,0.472281156,0.134082546,0.41663993,0.42454524,0.323143749
300,200008592,1,0,0.647765775,0.318726339,0.567905554,0.557427556,0.49966256
301,200008626,5,0,0.219453181,0.161049214,0.196191276,0.20040753,0.138702942
302,200008684,5,0,0.219671745,0.337932641,0.227722047,0.216347983,0.144370763
303,200008689,2,1,0.559647935,0.418555359,0.469883318,0.51089261,0.407464284
304,200008725,1,0,0.414668498,0.528554579,0.348595172,0.348536534,0.28537224
305,200008771,5,0,0.158877241,0.276145093,0.154812743,0.147625879,0.103172589
306,200008844,5,0,0.289549293,0.364142872,0.277854092,0.270505418,0.203508394
307,200008871,1,0,0.532549661,0.336658239,0.465625455,0.482727974,0.396740705
308,200008897,3,1,0.450749615,0.796647587,0.37461228,0.407998283,0.312795592
309,200008899,1,1,0.52296309,0.256123304,0.553556836,0.50217482,0.428655242
310,200008902,5,0,0.366810881,0.378992426,0.333389707,0.348494912,0.260999259
311,200008984,1,1,0.309910329,0.339455176,0.267382631,0.270676193,0.188950126
312,200009057,1,1,0.717077529,0.211079041,0.678930528,0.663067483,0.611931149
313,200009096,4,1,0.504451115,0.226238296,0.471143983,0.488287486,0.389684936
314,200009191,5,0,0.279543588,0.764331439,0.228021643,0.248371975,0.163228152
315,200009200,3,1,0.619678733,0.64548269,0.537422165,0.528363775,0.474245498
316,200009202,3,1,0.567590619,0.537506158,0.492834716,0.516931095,0.425173277
317,200009221,1,1,0.796294919,0.380206614,0.779944881,0.765101355,0.721534446
318,200009230,1,0,0.649763655,0.504283703,0.581781605,0.577011227,0.512013555
319,200009298,5,0,0.252692372,0.393688542,0.20152832,0.2415595,0.140002281
320,200009301,1,0,0.562543228,0.12283495,0.513494677,0.485611231,0.412433426
321,200009320,5,0,0.170217087,0.383252034,0.182382347,0.172815664,0.106837681
322,200009321,1,1,0.57112082,0.650089875,0.49602265,0.482206698,0.427791862
323,200009328,3,1,0.552179983,0.393655597,0.485783503,0.513156871,0.417426303
324,200009337,5,0,0.237259377,0.307393185,0.233854295,0.229704212,0.16255301
325,200009350,5,1,0.468711018,0.729227028,0.456284131,0.450437582,0.364084097
326,200009366,5,0,0.346885534,0.708832411,0.359968988,0.349719697,0.270315636
327,200009494,4,1,0.225073429,0.239950835,0.216713805,0.19105869,0.153275917
328,200009500,5,0,0.299374155,0.257431648,0.308417266,0.283925911,0.231084539
329,200009513,5,1,0.502105642,0.142923428,0.466150562,0.478807403,0.380317746
330,200009528,5,1,0.76162642,0.263170168,0.725114724,0.730312692,0.67768238
331,200009529,1,1,0.373432162,0.345384114,0.377230667,0.336530823,0.288778075
332,200009530,5,0,0.264231749,0.198776677,0.236239002,0.246943685,0.171571839
333,200009564,1,1,0.721734543,0.773255495,0.661719461,0.668754494,0.585462244
334,200009586,5,1,0.428210139,0.231148974,0.41618865,0.418868963,0.311666298
335,200009591,1,1,0.842653988,0.547706893,0.82953041,0.824132968,0.771881772
336,200009657,5,0,0.117380972,0.401892795,0.135075133,0.122722663,0.081656609
337,200009690,5,1,0.193359577,0.432923602,0.187428259,0.184640379,0.127967594
338,200009691,5,0,0.209263034,0.113599131,0.201217151,0.187280246,0.134778228
339,200009696,4,0,0.617312253,0.273486676,0.639106054,0.635534219,0.55550415
340,200009813,1,0,0.245788549,0.236484322,0.237289794,0.243502555,0.184609822
341,200009861,1,0,0.401738181,0.403669955,0.330883351,0.325972608,0.269814494
342,200009865,5,1,0.636392671,0.42704546,0.609497482,0.640261225,0.575732544
343,200009886,5,1,0.621026702,0.644691793,0.535689015,0.566597686,0.466128796
344,200009900,5,1,0.334890526,0.289001552,0.287739107,0.29091371,0.204523378
345,200009952,1,1,0.580647181,0.60668574,0.508808692,0.502511701,0.43822145
346,200009983,3,1,0.764630923,0.478031693,0.788475613,0.789435554,0.711919289
347,200009999,3,0,0.712225246,0.289823767,0.647238297,0.683852109,0.604047948
348,200010000,1,0,0.516652613,0.523942793,0.434367457,0.427483459,0.36787252
